customer_id,signup_date,acquisition_channel,region
C01462,2025-05-26,Paid Search,South
C03388,2025-05-26,Paid Search,North
C03954,2025-05-26,Organic,North
C01743,2025-05-26,Organic,East
C00747,2025-05-26,Affiliate,West
C00732,2025-05-26,Paid Search,North
C02568,2025-05-26,Email,North
C00450,2025-05-26,Social,South
C03225,2025-05-26,Paid Search,North
C01213,2025-05-26,Paid Search,North
C01615,2025-05-27,Organic,West
C00772,2025-05-27,Organic,West
C03792,2025-05-27,Paid Search,North
C00712,2025-05-27,Organic,West
C00537,2025-05-27,Email,North
C03328,2025-05-27,Affiliate,East
C01643,2025-05-27,Email,North
C00677,2025-05-27,Organic,Central
C03387,2025-05-27,Paid Search,East
C01755,2025-05-27,Social,West
C00415,2025-05-27,Social,West
C01761,2025-05-27,Social,Central
C01295,2025-05-27,Organic,West
C03361,2025-05-27,Social,South
C02409,2025-05-27,Social,South
C00485,2025-05-28,Organic,South
C02950,2025-05-28,Organic,East
C03996,2025-05-28,Paid Search,East
C03676,2025-05-28,Social,South
C02926,2025-05-29,Paid Search,North
C00722,2025-05-29,Paid Search,East
C01784,2025-05-29,Organic,East
C00360,2025-05-29,Email,South
C01195,2025-05-29,Social,North
C01069,2025-05-29,Email,West
C00846,2025-05-29,Paid Search,North
C02019,2025-05-29,Organic,West
C00576,2025-05-29,Organic,South
C00078,2025-05-29,Affiliate,South
C02016,2025-05-29,Paid Search,North
C00876,2025-05-29,Email,East
C00116,2025-05-29,Paid Search,North
C01661,2025-05-30,Paid Search,North
C02000,2025-05-30,Social,North
C02377,2025-05-30,Email,Central
C02648,2025-05-30,Social,South
C02929,2025-05-30,Paid Search,Central
C03656,2025-05-30,Email,East
C03671,2025-05-30,Affiliate,Central
C02305,2025-05-30,Affiliate,East
C02188,2025-05-30,Organic,South
C03133,2025-05-30,Organic,South
C03773,2025-05-30,Paid Search,East
C02855,2025-05-30,Paid Search,East
C01978,2025-05-30,Organic,West
C03115,2025-05-30,Organic,North
C00921,2025-05-30,Paid Search,West
C01732,2025-05-31,Organic,West
C03082,2025-05-31,Organic,East
C00931,2025-05-31,Paid Search,Central
C03006,2025-05-31,Email,West
C02814,2025-05-31,Social,South
C00036,2025-05-31,Organic,North
C02226,2025-05-31,Paid Search,North
C02158,2025-05-31,Organic,North
C01485,2025-05-31,Social,Central
C01694,2025-05-31,Organic,North
C03985,2025-05-31,Paid Search,North
C00896,2025-06-01,Email,Central
C03177,2025-06-01,Affiliate,East
C00326,2025-06-01,Paid Search,Central
C01870,2025-06-01,Organic,East
C02048,2025-06-01,Social,Central
C02702,2025-06-01,Social,South
C01041,2025-06-01,Social,South
C02901,2025-06-02,Paid Search,Central
C02087,2025-06-02,Organic,Central
C02322,2025-06-02,Affiliate,South
C00044,2025-06-02,Affiliate,East
C02370,2025-06-02,Paid Search,North
C01334,2025-06-02,Organic,West
C03637,2025-06-02,Organic,South
C00746,2025-06-02,Affiliate,East
C01296,2025-06-02,Social,Central
C01301,2025-06-02,Paid Search,North
C01225,2025-06-02,Organic,Central
C01189,2025-06-02,Paid Search,South
C00149,2025-06-02,Paid Search,South
C00210,2025-06-02,Organic,East
C00162,2025-06-02,Email,East
C02882,2025-06-02,Organic,East
C01275,2025-06-02,Social,North
C00093,2025-06-03,Social,North
C03127,2025-06-03,Social,North
C03702,2025-06-03,Organic,North
C02754,2025-06-03,Paid Search,North
C03015,2025-06-03,Affiliate,North
C02042,2025-06-03,Paid Search,Central
C02913,2025-06-03,Organic,South
C02258,2025-06-03,Email,South
C01184,2025-06-03,Paid Search,Central
C01142,2025-06-03,Social,North
C00376,2025-06-03,Paid Search,North
C00684,2025-06-04,Affiliate,North
C02324,2025-06-04,Social,West
C00079,2025-06-04,Affiliate,North
C00282,2025-06-04,Social,North
C03153,2025-06-04,Paid Search,Central
C01032,2025-06-04,Social,East
C03352,2025-06-04,Affiliate,Central
C00050,2025-06-04,Paid Search,Central
C02391,2025-06-04,Organic,West
C01409,2025-06-04,Email,Central
C01813,2025-06-05,Paid Search,Central
C03380,2025-06-05,Organic,East
C00944,2025-06-05,Social,North
C03915,2025-06-05,Affiliate,South
C00067,2025-06-05,Social,West
C03984,2025-06-05,Email,Central
C00203,2025-06-05,Affiliate,South
C00072,2025-06-05,Affiliate,East
C00023,2025-06-05,Social,North
C00933,2025-06-05,Organic,North
C01864,2025-06-05,Affiliate,Central
C01180,2025-06-05,Paid Search,East
C03350,2025-06-05,Organic,East
C03544,2025-06-05,Organic,South
C00029,2025-06-06,Email,East
C03855,2025-06-06,Affiliate,East
C02618,2025-06-06,Social,West
C01805,2025-06-06,Social,East
C02689,2025-06-06,Paid Search,East
C01726,2025-06-06,Email,West
C01932,2025-06-06,Affiliate,West
C03510,2025-06-06,Organic,North
C00312,2025-06-06,Organic,West
C02105,2025-06-07,Organic,West
C03446,2025-06-07,Email,North
C03366,2025-06-07,Organic,North
C00812,2025-06-07,Organic,Central
C01403,2025-06-07,Email,East
C00978,2025-06-07,Organic,North
C01264,2025-06-07,Email,East
C02129,2025-06-07,Affiliate,Central
C03874,2025-06-07,Organic,West
C02532,2025-06-07,Affiliate,North
C01518,2025-06-07,Organic,East
C03887,2025-06-07,Paid Search,South
C02049,2025-06-07,Social,West
C03180,2025-06-07,Email,East
C00361,2025-06-08,Organic,Central
C00819,2025-06-08,Social,North
C03517,2025-06-08,Organic,East
C03665,2025-06-08,Affiliate,East
C02345,2025-06-08,Paid Search,South
C01340,2025-06-08,Email,East
C02461,2025-06-08,Social,Central
C03597,2025-06-08,Organic,South
C03065,2025-06-08,Organic,Central
C01562,2025-06-08,Organic,North
C02515,2025-06-08,Organic,North
C02243,2025-06-08,Social,East
C00950,2025-06-09,Organic,North
C02639,2025-06-09,Organic,West
C02260,2025-06-09,Paid Search,West
C03694,2025-06-09,Paid Search,South
C00212,2025-06-09,Paid Search,Central
C01590,2025-06-09,Affiliate,West
C02394,2025-06-09,Affiliate,West
C00755,2025-06-09,Email,Central
C01671,2025-06-09,Email,East
C03344,2025-06-09,Organic,Central
C03706,2025-06-09,Email,West
C00779,2025-06-10,Paid Search,East
C01002,2025-06-10,Email,North
C01404,2025-06-10,Paid Search,West
C01197,2025-06-10,Paid Search,Central
C00912,2025-06-10,Email,South
C00750,2025-06-10,Social,North
C00451,2025-06-10,Organic,South
C03247,2025-06-10,Paid Search,West
C03727,2025-06-10,Email,East
C02468,2025-06-10,Affiliate,West
C02681,2025-06-11,Email,Central
C03738,2025-06-11,Paid Search,West
C02229,2025-06-11,Organic,East
C02077,2025-06-11,Social,North
C03552,2025-06-11,Organic,North
C00715,2025-06-11,Social,South
C00034,2025-06-11,Affiliate,South
C03883,2025-06-11,Organic,South
C01262,2025-06-11,Social,South
C02965,2025-06-11,Paid Search,West
C00505,2025-06-11,Email,South
C03171,2025-06-12,Paid Search,North
C03509,2025-06-12,Organic,West
C01834,2025-06-12,Social,West
C03248,2025-06-12,Email,East
C00478,2025-06-12,Affiliate,North
C00947,2025-06-12,Paid Search,Central
C02448,2025-06-12,Paid Search,South
C02541,2025-06-12,Paid Search,North
C00506,2025-06-12,Organic,West
C02985,2025-06-12,Paid Search,North
C03126,2025-06-12,Social,South
C03600,2025-06-12,Social,East
C00113,2025-06-13,Paid Search,East
C00325,2025-06-13,Paid Search,West
C01157,2025-06-13,Affiliate,East
C03935,2025-06-13,Organic,Central
C02670,2025-06-13,Organic,West
C03662,2025-06-13,Social,East
C02674,2025-06-13,Organic,Central
C00310,2025-06-13,Organic,Central
C00332,2025-06-13,Social,West
C01532,2025-06-13,Social,West
C00173,2025-06-13,Organic,South
C01220,2025-06-13,Email,Central
C02167,2025-06-14,Paid Search,East
C00095,2025-06-14,Organic,Central
C00608,2025-06-14,Social,Central
C03876,2025-06-14,Email,South
C01382,2025-06-14,Affiliate,Central
C01121,2025-06-14,Organic,Central
C03391,2025-06-14,Social,East
C01106,2025-06-14,Email,West
C00805,2025-06-14,Paid Search,North
C03363,2025-06-14,Email,West
C00208,2025-06-14,Affiliate,East
C03764,2025-06-15,Organic,East
C01011,2025-06-15,Organic,South
C02031,2025-06-15,Organic,West
C02933,2025-06-15,Paid Search,West
C03729,2025-06-15,Affiliate,West
C03167,2025-06-15,Social,South
C01709,2025-06-15,Social,South
C00970,2025-06-15,Organic,West
C03092,2025-06-15,Social,Central
C00409,2025-06-15,Social,North
C02204,2025-06-15,Paid Search,East
C03400,2025-06-15,Organic,North
C02447,2025-06-15,Paid Search,East
C03150,2025-06-16,Social,West
C00499,2025-06-16,Paid Search,West
C02346,2025-06-16,Paid Search,Central
C01658,2025-06-16,Affiliate,South
C03373,2025-06-16,Paid Search,South
C00320,2025-06-16,Paid Search,East
C02341,2025-06-16,Social,North
C02214,2025-06-16,Organic,South
C02421,2025-06-17,Organic,North
C01271,2025-06-17,Social,West
C00257,2025-06-17,Social,South
C02264,2025-06-17,Paid Search,Central
C01067,2025-06-17,Email,North
C02550,2025-06-17,Organic,West
C01539,2025-06-17,Paid Search,Central
C00434,2025-06-17,Social,West
C01613,2025-06-17,Email,South
C02481,2025-06-17,Social,East
C03230,2025-06-18,Email,South
C00087,2025-06-18,Organic,South
C00112,2025-06-18,Affiliate,East
C03808,2025-06-18,Social,East
C02160,2025-06-18,Email,West
C01520,2025-06-18,Organic,Central
C00288,2025-06-18,Paid Search,North
C00682,2025-06-19,Social,South
C02400,2025-06-19,Email,West
C00142,2025-06-19,Organic,West
C00685,2025-06-19,Paid Search,Central
C01945,2025-06-19,Affiliate,East
C03472,2025-06-19,Paid Search,South
C03974,2025-06-19,Email,East
C00691,2025-06-19,Email,East
C03090,2025-06-19,Email,West
C01958,2025-06-19,Social,Central
C02368,2025-06-20,Organic,North
C03042,2025-06-20,Organic,Central
C03666,2025-06-20,Affiliate,North
C03627,2025-06-20,Email,South
C00567,2025-06-20,Paid Search,West
C01795,2025-06-20,Organic,Central
C00215,2025-06-20,Paid Search,East
C00307,2025-06-20,Social,East
C02067,2025-06-20,Paid Search,Central
C00081,2025-06-20,Email,East
C03584,2025-06-20,Social,Central
C00357,2025-06-21,Paid Search,West
C00787,2025-06-21,Email,Central
C02941,2025-06-21,Organic,West
C02347,2025-06-21,Organic,East
C00301,2025-06-21,Organic,East
C01183,2025-06-21,Affiliate,South
C03096,2025-06-21,Social,South
C01549,2025-06-22,Affiliate,North
C02380,2025-06-22,Organic,Central
C02384,2025-06-22,Social,Central
C01105,2025-06-22,Paid Search,South
C00834,2025-06-22,Paid Search,North
C00940,2025-06-22,Affiliate,North
C01335,2025-06-22,Email,South
C03862,2025-06-22,Social,West
C03890,2025-06-22,Paid Search,North
C02697,2025-06-22,Email,West
C03356,2025-06-22,Affiliate,North
C02961,2025-06-22,Paid Search,North
C03825,2025-06-22,Social,West
C01627,2025-06-22,Paid Search,Central
C02458,2025-06-22,Organic,East
C03014,2025-06-23,Affiliate,East
C00328,2025-06-23,Email,South
C01669,2025-06-23,Organic,North
C02757,2025-06-23,Affiliate,East
C01171,2025-06-23,Social,East
C02026,2025-06-23,Social,West
C03987,2025-06-23,Affiliate,Central
C03437,2025-06-23,Paid Search,North
C01624,2025-06-24,Organic,West
C02182,2025-06-24,Organic,East
C02373,2025-06-24,Organic,Central
C01581,2025-06-24,Social,West
C00768,2025-06-24,Affiliate,Central
C03205,2025-06-24,Email,South
C02253,2025-06-24,Organic,North
C02810,2025-06-24,Paid Search,South
C03469,2025-06-24,Social,South
C02359,2025-06-25,Paid Search,West
C02539,2025-06-25,Paid Search,South
C01405,2025-06-25,Social,East
C02811,2025-06-25,Organic,East
C03512,2025-06-25,Paid Search,North
C03278,2025-06-25,Paid Search,South
C01997,2025-06-25,Affiliate,East
C01319,2025-06-25,Social,East
C02316,2025-06-25,Paid Search,East
C02078,2025-06-25,Organic,South
C01133,2025-06-25,Social,Central
C00916,2025-06-25,Social,North
C03994,2025-06-25,Email,South
C03324,2025-06-26,Organic,West
C01818,2025-06-26,Affiliate,South
C00967,2025-06-26,Paid Search,West
C01426,2025-06-26,Affiliate,North
C01787,2025-06-26,Social,North
C02198,2025-06-26,Email,West
C02170,2025-06-26,Organic,Central
C00371,2025-06-26,Email,East
C03289,2025-06-26,Email,West
C03079,2025-06-26,Affiliate,East
C01282,2025-06-27,Social,West
C03277,2025-06-27,Social,East
C02063,2025-06-27,Paid Search,North
C01438,2025-06-27,Paid Search,South
C00845,2025-06-27,Paid Search,North
C02908,2025-06-27,Social,Central
C03123,2025-06-27,Organic,Central
C02308,2025-06-27,Paid Search,East
C01683,2025-06-27,Paid Search,West
C01117,2025-06-27,Social,East
C02216,2025-06-27,Affiliate,West
C00837,2025-06-28,Social,East
C00695,2025-06-28,Organic,South
C02752,2025-06-28,Affiliate,North
C02313,2025-06-28,Paid Search,East
C01494,2025-06-28,Affiliate,East
C03266,2025-06-28,Paid Search,East
C00946,2025-06-28,Affiliate,North
C01194,2025-06-29,Organic,South
C01829,2025-06-29,Paid Search,North
C00891,2025-06-29,Social,East
C00570,2025-06-29,Paid Search,North
C01415,2025-06-29,Paid Search,West
C03019,2025-06-29,Organic,South
C03698,2025-06-29,Social,South
C03508,2025-06-29,Email,East
C00986,2025-06-29,Email,North
C01224,2025-06-29,Email,East
C02614,2025-06-29,Social,North
C02534,2025-06-29,Social,North
C01428,2025-06-30,Organic,East
C01828,2025-06-30,Organic,East
C02786,2025-06-30,Social,Central
C01739,2025-07-01,Social,Central
C02958,2025-07-01,Organic,North
C01916,2025-07-01,Paid Search,Central
C03668,2025-07-01,Email,Central
C03869,2025-07-01,Email,North
C02445,2025-07-01,Paid Search,Central
C01072,2025-07-01,Organic,South
C03491,2025-07-01,Paid Search,East
C02183,2025-07-02,Social,South
C01116,2025-07-02,Email,Central
C01059,2025-07-02,Paid Search,West
C00230,2025-07-02,Paid Search,East
C00998,2025-07-02,Organic,East
C03988,2025-07-02,Affiliate,North
C03900,2025-07-02,Organic,North
C01135,2025-07-02,Social,South
C00039,2025-07-02,Social,East
C03495,2025-07-03,Organic,West
C00806,2025-07-03,Organic,East
C00640,2025-07-03,Email,East
C03091,2025-07-03,Organic,Central
C03659,2025-07-03,Paid Search,South
C03858,2025-07-03,Social,North
C00460,2025-07-03,Organic,South
C00966,2025-07-03,Organic,East
C01721,2025-07-03,Social,North
C01790,2025-07-03,Paid Search,West
C01460,2025-07-03,Organic,Central
C01876,2025-07-03,Paid Search,East
C00719,2025-07-04,Organic,West
C02037,2025-07-04,Organic,West
C03779,2025-07-04,Paid Search,North
C02509,2025-07-04,Paid Search,Central
C00005,2025-07-04,Social,East
C01869,2025-07-04,Organic,West
C03272,2025-07-04,Paid Search,North
C01690,2025-07-04,Organic,North
C02819,2025-07-04,Paid Search,Central
C01956,2025-07-04,Social,East
C00433,2025-07-04,Paid Search,Central
C03586,2025-07-04,Organic,East
C01207,2025-07-04,Affiliate,North
C01012,2025-07-05,Social,East
C00165,2025-07-05,Organic,West
C02565,2025-07-05,Organic,East
C03259,2025-07-05,Paid Search,Central
C01185,2025-07-05,Paid Search,South
C01058,2025-07-05,Affiliate,Central
C00297,2025-07-05,Social,South
C01474,2025-07-05,Social,South
C00247,2025-07-05,Social,West
C00091,2025-07-05,Email,West
C00167,2025-07-05,Paid Search,West
C02064,2025-07-05,Affiliate,North
C02101,2025-07-06,Paid Search,East
C03314,2025-07-06,Paid Search,South
C00794,2025-07-06,Organic,East
C00345,2025-07-06,Organic,North
C01048,2025-07-06,Email,East
C03577,2025-07-06,Affiliate,East
C00707,2025-07-06,Paid Search,North
C02951,2025-07-06,Organic,Central
C03608,2025-07-06,Organic,North
C02859,2025-07-06,Paid Search,East
C00436,2025-07-06,Organic,East
C02778,2025-07-06,Paid Search,North
C01908,2025-07-06,Affiliate,West
C00271,2025-07-06,Paid Search,South
C01900,2025-07-06,Organic,South
C01081,2025-07-07,Email,Central
C02637,2025-07-07,Organic,West
C02240,2025-07-07,Social,West
C00154,2025-07-07,Affiliate,Central
C01170,2025-07-07,Paid Search,West
C01427,2025-07-07,Paid Search,Central
C01963,2025-07-07,Paid Search,South
C02849,2025-07-07,Affiliate,West
C01735,2025-07-07,Paid Search,North
C01229,2025-07-08,Paid Search,East
C03951,2025-07-08,Affiliate,West
C01819,2025-07-08,Organic,North
C01886,2025-07-08,Email,East
C01357,2025-07-08,Email,East
C01951,2025-07-08,Social,Central
C02865,2025-07-08,Email,Central
C00221,2025-07-08,Paid Search,East
C02467,2025-07-08,Organic,North
C02889,2025-07-09,Paid Search,West
C03675,2025-07-09,Paid Search,South
C01810,2025-07-09,Paid Search,West
C01576,2025-07-09,Organic,East
C01880,2025-07-09,Organic,Central
C01390,2025-07-09,Social,East
C03162,2025-07-09,Organic,East
C00943,2025-07-09,Organic,West
C03641,2025-07-09,Social,North
C00181,2025-07-10,Organic,North
C00664,2025-07-10,Social,North
C02917,2025-07-10,Organic,East
C01894,2025-07-10,Paid Search,West
C03635,2025-07-10,Social,South
C03024,2025-07-11,Organic,East
C02678,2025-07-11,Affiliate,West
C00573,2025-07-11,Affiliate,West
C02549,2025-07-11,Paid Search,East
C01607,2025-07-11,Affiliate,North
C02560,2025-07-11,Email,East
C03229,2025-07-11,Social,South
C02179,2025-07-11,Paid Search,East
C00889,2025-07-11,Email,North
C02424,2025-07-11,Affiliate,East
C01360,2025-07-11,Affiliate,West
C00607,2025-07-11,Affiliate,West
C01281,2025-07-11,Social,East
C02003,2025-07-12,Paid Search,East
C01821,2025-07-12,Social,Central
C03962,2025-07-12,Organic,South
C03930,2025-07-12,Email,South
C00185,2025-07-12,Email,North
C03429,2025-07-12,Organic,East
C03670,2025-07-12,Email,North
C03856,2025-07-12,Email,East
C03111,2025-07-12,Paid Search,West
C02888,2025-07-12,Organic,East
C01656,2025-07-12,Email,South
C01756,2025-07-12,Affiliate,West
C02008,2025-07-12,Organic,North
C03719,2025-07-13,Social,North
C01804,2025-07-13,Email,Central
C03485,2025-07-13,Organic,West
C00554,2025-07-13,Social,Central
C03571,2025-07-13,Affiliate,West
C03652,2025-07-14,Social,Central
C00179,2025-07-14,Paid Search,North
C03154,2025-07-14,Email,Central
C03032,2025-07-14,Email,East
C00699,2025-07-14,Paid Search,East
C03916,2025-07-14,Email,East
C00965,2025-07-14,Organic,North
C03375,2025-07-14,Social,West
C03347,2025-07-14,Organic,West
C03340,2025-07-15,Organic,Central
C03232,2025-07-15,Organic,East
C03894,2025-07-15,Social,East
C01654,2025-07-15,Paid Search,Central
C01186,2025-07-15,Social,West
C01770,2025-07-15,Email,East
C02405,2025-07-15,Email,East
C01648,2025-07-15,Email,South
C02349,2025-07-15,Email,East
C03770,2025-07-15,Organic,Central
C00383,2025-07-15,Paid Search,East
C03936,2025-07-15,Paid Search,East
C03751,2025-07-15,Paid Search,South
C00018,2025-07-15,Social,Central
C02355,2025-07-15,Paid Search,East
C01837,2025-07-15,Email,West
C03955,2025-07-15,Email,North
C02677,2025-07-15,Organic,East
C02376,2025-07-16,Paid Search,West
C03222,2025-07-16,Email,Central
C00227,2025-07-16,Email,East
C02633,2025-07-16,Organic,West
C03169,2025-07-16,Paid Search,Central
C02080,2025-07-16,Paid Search,West
C00416,2025-07-16,Email,East
C02707,2025-07-16,Paid Search,Central
C02982,2025-07-16,Social,West
C02055,2025-07-16,Email,South
C03148,2025-07-16,Email,East
C03001,2025-07-16,Social,North
C01882,2025-07-16,Social,Central
C00652,2025-07-16,Paid Search,Central
C01380,2025-07-16,Email,Central
C01278,2025-07-17,Organic,South
C02099,2025-07-17,Organic,North
C00915,2025-07-17,Organic,East
C03450,2025-07-17,Organic,Central
C00300,2025-07-17,Social,East
C02473,2025-07-17,Email,West
C03031,2025-07-17,Affiliate,North
C01102,2025-07-17,Paid Search,East
C00040,2025-07-17,Email,East
C01587,2025-07-17,Organic,Central
C03285,2025-07-17,Organic,South
C02010,2025-07-17,Email,South
C02919,2025-07-18,Paid Search,South
C00096,2025-07-18,Social,East
C02746,2025-07-18,Affiliate,Central
C03565,2025-07-18,Affiliate,North
C01754,2025-07-18,Organic,North
C02039,2025-07-18,Organic,West
C02861,2025-07-18,Social,North
C01210,2025-07-18,Organic,South
C03353,2025-07-18,Social,West
C03021,2025-07-18,Paid Search,East
C01727,2025-07-19,Organic,Central
C00593,2025-07-19,Paid Search,East
C00592,2025-07-19,Organic,West
C00714,2025-07-19,Organic,East
C01662,2025-07-19,Email,East
C03186,2025-07-19,Organic,North
C01940,2025-07-19,Email,West
C00985,2025-07-19,Paid Search,Central
C01621,2025-07-19,Email,North
C00008,2025-07-19,Organic,North
C02218,2025-07-20,Social,East
C02538,2025-07-20,Social,South
C01713,2025-07-20,Email,West
C00612,2025-07-20,Email,Central
C00026,2025-07-20,Paid Search,East
C02576,2025-07-20,Organic,East
C03598,2025-07-20,Affiliate,East
C01626,2025-07-20,Organic,West
C02095,2025-07-20,Organic,West
C03099,2025-07-21,Affiliate,East
C01715,2025-07-21,Organic,East
C02072,2025-07-21,Organic,South
C00801,2025-07-21,Organic,Central
C00103,2025-07-21,Email,North
C03231,2025-07-21,Paid Search,West
C03029,2025-07-21,Organic,Central
C01711,2025-07-21,Affiliate,East
C03775,2025-07-21,Social,East
C03986,2025-07-21,Organic,West
C02148,2025-07-21,Email,North
C03967,2025-07-21,Organic,South
C03364,2025-07-21,Paid Search,East
C00323,2025-07-21,Affiliate,Central
C03335,2025-07-22,Organic,South
C01066,2025-07-22,Paid Search,East
C00831,2025-07-22,Paid Search,East
C03397,2025-07-22,Organic,South
C02460,2025-07-22,Social,West
C01858,2025-07-23,Paid Search,East
C02034,2025-07-23,Affiliate,East
C01976,2025-07-23,Social,Central
C01248,2025-07-23,Organic,South
C01365,2025-07-23,Email,West
C00843,2025-07-23,Organic,East
C01536,2025-07-23,Organic,Central
C02711,2025-07-23,Organic,North
C01035,2025-07-23,Organic,East
C02223,2025-07-23,Organic,North
C00590,2025-07-23,Organic,West
C02348,2025-07-23,Organic,South
C00726,2025-07-24,Paid Search,South
C02435,2025-07-24,Paid Search,North
C02796,2025-07-24,Email,East
C01258,2025-07-24,Organic,Central
C01588,2025-07-24,Affiliate,East
C03868,2025-07-24,Paid Search,Central
C00654,2025-07-24,Paid Search,North
C03303,2025-07-24,Email,East
C02107,2025-07-24,Paid Search,South
C03589,2025-07-24,Email,East
C00489,2025-07-24,Paid Search,East
C02812,2025-07-25,Social,Central
C00473,2025-07-25,Paid Search,East
C03333,2025-07-25,Paid Search,South
C00013,2025-07-25,Social,South
C01236,2025-07-25,Organic,East
C03852,2025-07-25,Paid Search,East
C03927,2025-07-25,Email,West
C00665,2025-07-25,Email,North
C01696,2025-07-25,Affiliate,North
C01444,2025-07-25,Organic,Central
C01127,2025-07-25,Organic,South
C03797,2025-07-26,Organic,West
C02084,2025-07-26,Paid Search,West
C02522,2025-07-26,Affiliate,South
C01378,2025-07-26,Organic,East
C03897,2025-07-26,Email,East
C01716,2025-07-26,Email,South
C03620,2025-07-26,Paid Search,East
C03923,2025-07-26,Paid Search,North
C02828,2025-07-26,Paid Search,East
C01259,2025-07-26,Paid Search,West
C02683,2025-07-26,Paid Search,North
C02572,2025-07-27,Email,East
C02906,2025-07-27,Organic,West
C00504,2025-07-27,Affiliate,East
C00168,2025-07-27,Affiliate,West
C00273,2025-07-27,Paid Search,East
C01314,2025-07-27,Paid Search,East
C02378,2025-07-27,Organic,South
C01815,2025-07-27,Social,South
C01842,2025-07-27,Organic,East
C03379,2025-07-27,Organic,North
C03505,2025-07-27,Paid Search,North
C01972,2025-07-27,Social,Central
C00655,2025-07-27,Affiliate,East
C03918,2025-07-28,Social,South
C00725,2025-07-28,Social,South
C02317,2025-07-28,Organic,East
C03569,2025-07-28,Organic,North
C01320,2025-07-28,Email,West
C01921,2025-07-28,Email,South
C02449,2025-07-28,Organic,North
C03407,2025-07-28,Affiliate,East
C00784,2025-07-28,Paid Search,East
C00745,2025-07-28,Organic,East
C02542,2025-07-28,Social,East
C00207,2025-07-28,Organic,East
C03888,2025-07-28,Organic,East
C01892,2025-07-29,Organic,North
C00160,2025-07-29,Affiliate,East
C01719,2025-07-29,Affiliate,East
C03601,2025-07-29,Email,Central
C02602,2025-07-29,Organic,South
C03415,2025-07-29,Paid Search,Central
C01910,2025-07-30,Social,South
C02426,2025-07-30,Affiliate,East
C03966,2025-07-30,Organic,South
C02664,2025-07-30,Paid Search,East
C01311,2025-07-30,Organic,North
C01599,2025-07-30,Paid Search,Central
C01897,2025-07-30,Paid Search,East
C02423,2025-07-30,Social,West
C00392,2025-07-30,Affiliate,East
C03880,2025-07-30,Affiliate,South
C02756,2025-07-30,Social,North
C01666,2025-07-30,Paid Search,East
C01486,2025-07-31,Paid Search,North
C01272,2025-07-31,Organic,North
C03059,2025-07-31,Email,South
C03850,2025-07-31,Organic,South
C00782,2025-07-31,Organic,North
C00982,2025-07-31,Organic,East
C01397,2025-07-31,Affiliate,West
C02071,2025-07-31,Organic,South
C01580,2025-07-31,Affiliate,East
C01898,2025-07-31,Paid Search,East
C01637,2025-08-01,Social,Central
C01982,2025-08-01,Paid Search,North
C00094,2025-08-01,Affiliate,South
C03376,2025-08-01,Social,North
C03198,2025-08-01,Organic,East
C03465,2025-08-01,Paid Search,South
C01744,2025-08-01,Affiliate,Central
C02661,2025-08-01,Paid Search,North
C00204,2025-08-01,Paid Search,East
C03534,2025-08-01,Organic,North
C00563,2025-08-01,Paid Search,East
C02760,2025-08-01,Affiliate,South
C02215,2025-08-02,Social,Central
C00671,2025-08-02,Organic,East
C00898,2025-08-02,Email,East
C02109,2025-08-02,Organic,East
C02354,2025-08-02,Paid Search,North
C01324,2025-08-02,Organic,North
C00847,2025-08-02,Organic,North
C02533,2025-08-02,Social,South
C01657,2025-08-02,Social,East
C01146,2025-08-02,Paid Search,West
C00999,2025-08-02,Paid Search,South
C03564,2025-08-02,Social,East
C00764,2025-08-02,Paid Search,East
C02603,2025-08-03,Email,Central
C00866,2025-08-03,Email,West
C00474,2025-08-03,Social,West
C02171,2025-08-03,Social,East
C03896,2025-08-03,Organic,North
C02478,2025-08-03,Social,North
C02013,2025-08-03,Social,North
C01313,2025-08-03,Organic,East
C03010,2025-08-04,Paid Search,Central
C03488,2025-08-04,Paid Search,South
C03754,2025-08-04,Paid Search,East
C02621,2025-08-04,Email,South
C01912,2025-08-04,Organic,East
C01782,2025-08-04,Organic,East
C03484,2025-08-04,Social,East
C02598,2025-08-04,Email,East
C00614,2025-08-04,Email,North
C00379,2025-08-04,Paid Search,East
C00064,2025-08-04,Affiliate,Central
C02663,2025-08-04,Social,East
C00085,2025-08-04,Social,West
C00584,2025-08-04,Organic,South
C02178,2025-08-05,Social,West
C00012,2025-08-05,Paid Search,East
C00098,2025-08-05,Paid Search,South
C00754,2025-08-05,Email,West
C02653,2025-08-05,Paid Search,East
C03226,2025-08-05,Email,North
C03141,2025-08-05,Social,North
C03695,2025-08-05,Social,East
C00826,2025-08-05,Paid Search,East
C02155,2025-08-05,Affiliate,North
C01449,2025-08-05,Organic,West
C03131,2025-08-06,Paid Search,West
C00444,2025-08-06,Affiliate,Central
C03574,2025-08-06,Paid Search,West
C03201,2025-08-06,Social,North
C03750,2025-08-06,Affiliate,North
C03791,2025-08-06,Paid Search,South
C03969,2025-08-06,Paid Search,North
C03561,2025-08-06,Social,South
C00097,2025-08-06,Email,East
C00990,2025-08-07,Email,East
C01238,2025-08-07,Organic,East
C03529,2025-08-07,Organic,Central
C01890,2025-08-07,Social,North
C00218,2025-08-07,Affiliate,Central
C00398,2025-08-07,Paid Search,North
C01481,2025-08-07,Social,East
C01068,2025-08-08,Paid Search,Central
C02642,2025-08-08,Paid Search,Central
C02410,2025-08-08,Organic,East
C02118,2025-08-08,Affiliate,West
C03311,2025-08-08,Social,East
