date,channel,sessions,add_to_cart,checkout,purchases
2025-10-15,Email,233,59,25,10
2025-10-16,Organic,433,71,34,17
2025-10-16,Paid Search,434,62,30,22
2025-10-16,Social,377,64,31,15
2025-10-16,Affiliate,164,30,14,4
2025-10-16,Email,248,63,34,13
2025-10-17,Organic,482,91,39,21
2025-10-17,Paid Search,383,64,25,21
2025-10-17,Social,359,46,20,12
2025-10-17,Affiliate,185,27,13,7
2025-10-17,Email,260,62,24,15
2025-10-18,Organic,412,67,38,15
2025-10-18,Paid Search,376,61,26,12
2025-10-18,Social,357,56,30,6
2025-10-18,Affiliate,202,43,14,8
2025-10-18,Email,235,54,30,18
2025-10-19,Organic,495,93,53,22
2025-10-19,Paid Search,464,76,40,15
2025-10-19,Social,283,32,16,8
2025-10-19,Affiliate,243,43,24,5
2025-10-19,Email,250,57,21,14
2025-10-20,Organic,449,89,36,15
2025-10-20,Paid Search,459,76,31,16
2025-10-20,Social,360,46,21,12
2025-10-20,Affiliate,223,37,22,12
2025-10-20,Email,260,60,31,6
2025-10-21,Organic,405,66,26,18
2025-10-21,Paid Search,423,60,28,12
2025-10-21,Social,334,45,19,8
2025-10-21,Affiliate,196,40,23,9
2025-10-21,Email,255,60,24,16
2025-10-22,Organic,431,77,39,16
2025-10-22,Paid Search,402,56,23,18
2025-10-22,Social,336,52,26,11
2025-10-22,Affiliate,224,51,20,12
2025-10-22,Email,278,69,36,18
2025-10-23,Organic,467,91,43,22
2025-10-23,Paid Search,427,77,34,17
2025-10-23,Social,390,64,28,13
2025-10-23,Affiliate,204,26,14,8
2025-10-23,Email,260,54,22,20
2025-10-24,Organic,483,88,43,25
2025-10-24,Paid Search,364,40,23,12
2025-10-24,Social,411,61,32,8
2025-10-24,Affiliate,201,34,14,10
2025-10-24,Email,289,68,31,19
2025-10-25,Organic,431,73,35,17
2025-10-25,Paid Search,443,65,29,23
2025-10-25,Social,385,57,26,18
2025-10-25,Affiliate,223,44,25,12
2025-10-25,Email,257,58,25,9
2025-10-26,Organic,556,99,49,25
2025-10-26,Paid Search,447,60,34,21
2025-10-26,Social,293,54,25,10
2025-10-26,Affiliate,168,32,15,5
2025-10-26,Email,262,62,26,14
2025-10-27,Organic,497,81,41,14
2025-10-27,Paid Search,428,67,30,9
2025-10-27,Social,338,48,14,14
2025-10-27,Affiliate,216,49,32,6
2025-10-27,Email,259,62,31,16
2025-10-28,Organic,516,97,54,23
2025-10-28,Paid Search,451,70,44,12
2025-10-28,Social,375,60,31,10
2025-10-28,Affiliate,190,29,13,4
2025-10-28,Email,240,56,26,10
2025-10-29,Organic,453,93,50,20
2025-10-29,Paid Search,378,58,31,12
2025-10-29,Social,336,36,16,10
2025-10-29,Affiliate,181,25,10,9
2025-10-29,Email,279,58,35,11
2025-10-30,Organic,497,83,41,19
2025-10-30,Paid Search,435,66,33,11
2025-10-30,Social,341,58,33,10
2025-10-30,Affiliate,187,27,9,7
2025-10-30,Email,290,72,44,13
2025-10-31,Organic,426,67,31,13
2025-10-31,Paid Search,368,50,28,13
2025-10-31,Social,423,70,31,9
2025-10-31,Affiliate,224,35,14,7
2025-10-31,Email,274,55,23,15
2025-11-01,Organic,597,117,57,22
2025-11-01,Paid Search,526,82,30,19
2025-11-01,Social,384,47,26,16
2025-11-01,Affiliate,237,36,18,8
2025-11-01,Email,346,77,42,16
2025-11-02,Organic,625,100,55,26
2025-11-02,Paid Search,476,83,39,23
2025-11-02,Social,431,57,26,11
2025-11-02,Affiliate,264,52,25,8
2025-11-02,Email,324,94,41,12
2025-11-03,Organic,561,105,47,24
2025-11-03,Paid Search,551,75,32,18
2025-11-03,Social,436,65,27,12
2025-11-03,Affiliate,267,38,18,10
2025-11-03,Email,307,83,31,21
2025-11-04,Organic,588,101,53,25
2025-11-04,Paid Search,464,73,34,10
2025-11-04,Social,490,67,30,18
2025-11-04,Affiliate,278,50,22,12
2025-11-04,Email,278,74,31,13
2025-11-05,Organic,568,116,52,20
2025-11-05,Paid Search,482,79,32,16
2025-11-05,Social,467,81,42,15
2025-11-05,Affiliate,247,37,16,10
2025-11-05,Email,347,83,35,15
2025-11-06,Organic,637,115,58,21
2025-11-06,Paid Search,521,85,44,19
2025-11-06,Social,444,81,42,16
2025-11-06,Affiliate,244,40,20,10
2025-11-06,Email,321,89,44,12
2025-11-07,Organic,557,107,53,18
2025-11-07,Paid Search,465,87,41,15
2025-11-07,Social,480,65,37,19
2025-11-07,Affiliate,273,60,30,10
2025-11-07,Email,308,70,26,16
2025-11-08,Organic,483,106,51,20
2025-11-08,Paid Search,474,61,26,15
2025-11-08,Social,380,51,19,11
2025-11-08,Affiliate,250,49,24,12
2025-11-08,Email,313,60,28,15
2025-11-09,Organic,598,126,57,27
2025-11-09,Paid Search,514,78,40,15
2025-11-09,Social,416,61,29,13
2025-11-09,Affiliate,268,49,23,12
2025-11-09,Email,283,67,39,7
2025-11-10,Organic,572,108,47,18
2025-11-10,Paid Search,503,82,38,21
2025-11-10,Social,478,72,41,12
2025-11-10,Affiliate,260,43,20,9
2025-11-10,Email,318,73,33,16
2025-11-11,Organic,445,86,44,15
2025-11-11,Paid Search,483,86,50,16
2025-11-11,Social,505,83,40,14
2025-11-11,Affiliate,281,44,23,10
2025-11-11,Email,297,79,41,19
2025-11-12,Organic,522,82,36,25
2025-11-12,Paid Search,554,90,51,21
2025-11-12,Social,401,57,31,11
2025-11-12,Affiliate,232,38,22,10
2025-11-12,Email,351,95,49,21
2025-11-13,Organic,489,99,47,13
2025-11-13,Paid Search,555,101,55,8
2025-11-13,Social,493,67,34,18
2025-11-13,Affiliate,274,48,23,8
2025-11-13,Email,348,80,34,15
2025-11-14,Organic,598,94,36,19
2025-11-14,Paid Search,469,82,39,18
2025-11-14,Social,460,60,29,14
2025-11-14,Affiliate,227,33,13,10
2025-11-14,Email,347,76,37,20
2025-11-15,Organic,558,104,63,17
2025-11-15,Paid Search,450,79,41,13
2025-11-15,Social,462,59,27,11
2025-11-15,Affiliate,273,47,25,13
2025-11-15,Email,305,81,35,13
2025-11-16,Organic,597,125,59,26
2025-11-16,Paid Search,474,68,36,14
2025-11-16,Social,399,54,19,7
2025-11-16,Affiliate,292,39,16,14
2025-11-16,Email,317,72,29,15
2025-11-17,Organic,596,93,41,24
2025-11-17,Paid Search,500,81,35,20
2025-11-17,Social,469,69,36,11
2025-11-17,Affiliate,283,48,27,16
2025-11-17,Email,353,68,41,26
2025-11-18,Organic,522,94,46,25
2025-11-18,Paid Search,543,94,52,23
2025-11-18,Social,430,59,29,6
2025-11-18,Affiliate,268,50,24,9
2025-11-18,Email,330,72,37,18
2025-11-19,Organic,552,106,52,26
2025-11-19,Paid Search,509,91,43,15
2025-11-19,Social,418,51,17,13
2025-11-19,Affiliate,269,37,17,10
2025-11-19,Email,383,89,44,18
2025-11-20,Organic,480,76,32,13
2025-11-20,Paid Search,527,81,36,19
2025-11-20,Social,447,53,30,18
2025-11-20,Affiliate,242,40,12,14
2025-11-20,Email,329,57,28,7
2025-11-21,Organic,583,108,53,18
2025-11-21,Paid Search,518,92,40,24
2025-11-21,Social,424,53,26,13
2025-11-21,Affiliate,254,47,21,4
2025-11-21,Email,288,63,24,15
2025-11-22,Organic,557,97,38,18
2025-11-22,Paid Search,514,80,36,12
2025-11-22,Social,502,68,33,16
2025-11-22,Affiliate,277,44,26,11
2025-11-22,Email,355,86,33,15
2025-11-23,Organic,616,102,55,30
2025-11-23,Paid Search,516,79,40,24
2025-11-23,Social,435,51,27,16
2025-11-23,Affiliate,254,51,28,10
2025-11-23,Email,328,80,33,21
2025-11-24,Organic,575,116,60,26
2025-11-24,Paid Search,538,83,44,18
2025-11-24,Social,434,60,30,14
2025-11-24,Affiliate,232,40,18,15
2025-11-24,Email,339,76,39,21
2025-11-25,Organic,629,119,57,29
2025-11-25,Paid Search,537,74,41,23
2025-11-25,Social,471,65,33,20
2025-11-25,Affiliate,274,54,25,12
2025-11-25,Email,347,86,34,11
2025-11-26,Organic,524,87,44,19
2025-11-26,Paid Search,545,89,36,15
2025-11-26,Social,444,59,29,10
2025-11-26,Affiliate,240,30,15,13
2025-11-26,Email,330,79,41,11
2025-11-27,Organic,628,136,67,19
2025-11-27,Paid Search,544,80,40,16
2025-11-27,Social,444,71,31,24
2025-11-27,Affiliate,249,33,16,10
2025-11-27,Email,332,80,46,24
2025-11-28,Organic,588,114,54,17
2025-11-28,Paid Search,484,78,37,12
2025-11-28,Social,432,47,25,12
2025-11-28,Affiliate,274,48,18,12
2025-11-28,Email,321,73,33,15
2025-11-29,Organic,545,99,42,21
2025-11-29,Paid Search,469,70,24,23
2025-11-29,Social,458,58,28,15
2025-11-29,Affiliate,273,36,15,12
2025-11-29,Email,342,79,37,19
2025-11-30,Organic,605,97,47,21
2025-11-30,Paid Search,536,91,40,15
2025-11-30,Social,415,50,24,9
2025-11-30,Affiliate,229,44,18,9
2025-11-30,Email,263,54,25,9
2025-12-01,Organic,656,120,57,32
2025-12-01,Paid Search,453,74,43,10
2025-12-01,Social,412,52,30,17
2025-12-01,Affiliate,256,48,21,17
2025-12-01,Email,333,91,48,19
2025-12-02,Organic,548,114,53,25
2025-12-02,Paid Search,492,71,40,23
2025-12-02,Social,400,54,34,10
2025-12-02,Affiliate,298,42,25,7
2025-12-02,Email,349,80,41,13
2025-12-03,Organic,539,103,57,21
2025-12-03,Paid Search,514,82,34,15
2025-12-03,Social,435,52,26,11
2025-12-03,Affiliate,262,43,26,10
2025-12-03,Email,351,84,40,16
2025-12-04,Organic,628,124,61,21
2025-12-04,Paid Search,434,74,32,15
2025-12-04,Social,537,40,21,5
2025-12-04,Affiliate,268,37,22,13
2025-12-04,Email,293,64,33,7
2025-12-05,Organic,608,105,50,23
2025-12-05,Paid Search,468,75,36,16
2025-12-05,Social,553,53,28,11
2025-12-05,Affiliate,298,51,28,12
2025-12-05,Email,332,70,33,16
2025-12-06,Organic,556,110,67,25
2025-12-06,Paid Search,541,77,35,19
2025-12-06,Social,612,51,23,8
2025-12-06,Affiliate,242,36,17,10
2025-12-06,Email,318,64,35,16
2025-12-07,Organic,590,99,45,26
2025-12-07,Paid Search,532,93,44,12
2025-12-07,Social,593,56,26,11
2025-12-07,Affiliate,264,46,22,19
2025-12-07,Email,363,81,42,28
2025-12-08,Organic,587,113,47,31
2025-12-08,Paid Search,467,76,41,8
2025-12-08,Social,688,59,28,13
2025-12-08,Affiliate,272,45,19,8
2025-12-08,Email,275,76,31,14
2025-12-09,Organic,589,97,51,23
2025-12-09,Paid Search,532,95,41,14
2025-12-09,Social,616,48,24,7
2025-12-09,Affiliate,279,38,17,9
2025-12-09,Email,367,79,41,12
2025-12-10,Organic,576,122,61,28
2025-12-10,Paid Search,510,90,43,19
2025-12-10,Social,631,56,22,14
2025-12-10,Affiliate,271,33,15,8
2025-12-10,Email,376,93,45,20
2025-12-11,Organic,644,118,62,30
2025-12-11,Paid Search,530,75,36,21
2025-12-11,Social,565,46,18,8
2025-12-11,Affiliate,314,51,26,10
2025-12-11,Email,348,78,39,20
2025-12-12,Organic,595,112,51,27
2025-12-12,Paid Search,513,80,44,13
2025-12-12,Social,722,41,18,11
2025-12-12,Affiliate,283,54,26,8
2025-12-12,Email,309,72,29,12
2025-12-13,Organic,627,132,57,23
2025-12-13,Paid Search,519,83,37,30
2025-12-13,Social,563,53,24,7
2025-12-13,Affiliate,260,45,23,8
2025-12-13,Email,336,79,37,18
2025-12-14,Organic,629,120,61,29
2025-12-14,Paid Search,460,76,42,13
2025-12-14,Social,530,39,11,11
2025-12-14,Affiliate,254,43,23,13
2025-12-14,Email,374,79,36,15
2025-12-15,Organic,607,120,55,18
2025-12-15,Paid Search,557,86,51,19
2025-12-15,Social,548,27,11,9
2025-12-15,Affiliate,247,34,14,10
2025-12-15,Email,414,88,37,15
2025-12-16,Organic,569,97,47,22
2025-12-16,Paid Search,553,86,37,21
2025-12-16,Social,522,30,15,9
2025-12-16,Affiliate,264,30,17,10
2025-12-16,Email,382,90,47,16
2025-12-17,Organic,585,127,66,20
2025-12-17,Paid Search,462,66,23,20
2025-12-17,Social,555,37,18,8
2025-12-17,Affiliate,263,41,24,12
2025-12-17,Email,371,74,34,30
2025-12-18,Organic,628,108,54,27
2025-12-18,Paid Search,536,80,37,14
2025-12-18,Social,596,41,22,13
2025-12-18,Affiliate,277,53,25,16
2025-12-18,Email,361,92,47,18
2025-12-19,Organic,576,101,50,23
2025-12-19,Paid Search,497,62,35,21
2025-12-19,Social,558,47,26,5
2025-12-19,Affiliate,295,50,25,10
2025-12-19,Email,359,84,40,23
2025-12-20,Organic,521,91,37,18
2025-12-20,Paid Search,552,88,45,16
2025-12-20,Social,642,48,25,11
2025-12-20,Affiliate,283,55,28,11
2025-12-20,Email,332,79,41,11
2025-12-21,Organic,698,124,61,32
2025-12-21,Paid Search,465,83,44,15
2025-12-21,Social,651,42,21,9
2025-12-21,Affiliate,286,40,23,9
2025-12-21,Email,350,83,44,20
2025-12-22,Organic,593,102,48,27
2025-12-22,Paid Search,510,70,35,26
2025-12-22,Social,596,41,20,9
2025-12-22,Affiliate,241,37,22,7
2025-12-22,Email,319,95,41,19
2025-12-23,Organic,606,114,41,18
2025-12-23,Paid Search,466,77,39,21
2025-12-23,Social,561,53,25,10
2025-12-23,Affiliate,301,55,27,13
2025-12-23,Email,354,99,47,21
2025-12-24,Organic,682,127,63,22
2025-12-24,Paid Search,489,87,41,19
2025-12-24,Social,656,37,19,8
2025-12-24,Affiliate,254,45,27,8
2025-12-24,Email,359,88,35,26
2025-12-25,Organic,611,97,43,22
2025-12-25,Paid Search,513,65,33,20
2025-12-25,Social,605,49,27,4
2025-12-25,Affiliate,288,40,21,15
2025-12-25,Email,327,87,45,18
2025-12-26,Organic,671,125,57,22
2025-12-26,Paid Search,574,103,42,22
2025-12-26,Social,547,42,21,11
2025-12-26,Affiliate,256,49,29,11
2025-12-26,Email,357,85,47,16
2025-12-27,Organic,605,102,30,24
2025-12-27,Paid Search,589,91,39,31
2025-12-27,Social,478,35,16,9
2025-12-27,Affiliate,269,37,20,10
2025-12-27,Email,368,80,35,16
2025-12-28,Organic,598,114,54,27
2025-12-28,Paid Search,595,83,40,21
2025-12-28,Social,607,53,24,10
2025-12-28,Affiliate,284,41,25,11
2025-12-28,Email,355,81,38,16
2025-12-29,Organic,589,105,50,30
2025-12-29,Paid Search,559,99,28,22
2025-12-29,Social,560,32,19,8
2025-12-29,Affiliate,283,40,21,11
2025-12-29,Email,324,64,20,15
2025-12-30,Organic,586,110,57,24
2025-12-30,Paid Search,568,77,37,18
2025-12-30,Social,573,35,22,14
2025-12-30,Affiliate,280,48,15,10
2025-12-30,Email,336,77,33,19
2025-12-31,Organic,613,104,54,29
2025-12-31,Paid Search,526,85,35,25
2025-12-31,Social,652,55,17,7
2025-12-31,Affiliate,288,48,22,11
2025-12-31,Email,325,67,36,22
